"Well","Sample.description.1","Sample.description.2","Sample.description.3","Sample.description.4","Target","Conc.copies.µL.","pg.µL","Status","Status.Reason","Experiment","SampleType","TargetType","Supermix","DyeName.s.","Copies.20µLWell","TotalConfMax","TotalConfMin","PoissonConfMax","PoissonConfMin","Accepted.Droplets","Positives","Negatives","Copies.uL.linked.molecules","CNV","TotalCNVMax","TotalCNVMin","PoissonCNVMax","PoissonCNVMin","ReferenceCopies","UnknownCopies","Threshold1","Threshold2","Threshold3","ThresholdSigmaAbove","ThresholdSigmaBelow","ReferenceUsed","Ratio","TotalRatioMax","TotalRatioMin","PoissonRatioMax","PoissonRatioMin","Fractional.Abundance","TotalFractionalAbundanceMax","TotalFractionalAbundanceMin","PoissonFractionalAbundanceMax","PoissonFractionalAbundanceMin","MeanAmplitudeOfPositives","MeanAmplitudeOfNegatives","MeanAmplitudeTotal","ExperimentComments","MergedWells","TotalConfidenceMax68","TotalConfidenceMin68","PoissonConfidenceMax68","PoissonConfidenceMin68","TotalCNVMax68","TotalCNVMin68","PoissonCNVMax68","PoissonCNVMin68","TotalRatioMax68","TotalRatioMin68","PoissonRatioMax68","PoissonRatioMin68","TotalFractionalAbundanceMax68","TotalFractionalAbundanceMin68","PoissonFractionalAbundanceMax68","PoissonFractionalAbundanceMin68","TiltCorrected","Ch1.Ch2.","Ch1.Ch2..1","Ch1.Ch2..2","Ch1.Ch2..3","Species","assay"
"A06","CS8_rep6",NA,NA,NA,"FAM",0,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",0,NA,NA,0.179251179099083,0,19665,0,19665,0,0,NA,NA,NA,NA,2,NA,1850,NA,NA,NA,35.1077996060989,"HEX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588.767810583127,588.767810583127,NA,NA,NA,NA,0.0819040983915329,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,0,1,19664,"Saithe","Cod + Saithe"
"A06","CS8_rep6",NA,NA,NA,"HEX",0.0598271302878857,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",1.19654262065887,NA,NA,0.285761803388596,0.00251267803832889,19665,1,19664,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,NA,9.98557205225667,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3148.60620117188,1509.98572102012,1510.06904776714,NA,NA,NA,NA,0.148915365338326,0.0162128508090973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,0,1,19664,"Cod","Cod + Saithe"
"A07","CS8_rep7",NA,NA,NA,"FAM",0,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",0,NA,NA,0.185554772615433,0,18997,0,18997,0,NA,NA,NA,NA,NA,NA,NA,1850,NA,NA,NA,33.4777006572452,"HEX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600.559442916029,600.559442916029,NA,NA,NA,NA,0.0847842395305634,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,0,0,18997,"Saithe","Cod + Saithe"
"A07","CS8_rep7",NA,NA,NA,"HEX",0,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",0,NA,NA,0.185554772615433,0,18997,0,18997,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,NA,9.92020634848096,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1506.79628815872,1506.79628815872,NA,NA,NA,NA,0.0847842395305634,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,0,0,18997,"Cod","Cod + Saithe"
"A08","CS8_rep8",NA,NA,NA,"FAM",0,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",0,NA,NA,0.194880455732346,0,18088,0,18088,0,0,NA,NA,NA,NA,2,NA,1850,NA,NA,NA,27.8119694360573,"HEX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600.30769976068,600.30769976068,NA,NA,NA,NA,0.0890451744198799,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,0,1,18087,"Saithe","Cod + Saithe"
"A08","CS8_rep8",NA,NA,NA,"HEX",0.0650432929396629,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",1.30086588859558,NA,NA,0.310679197311401,0.00273174606263638,18088,1,18087,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,NA,7.06736374685433,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2697.423828125,1481.76698066077,1481.83418858025,NA,NA,NA,NA,0.161899417638779,0.0176263768225908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,0,1,18087,"Cod","Cod + Saithe"
"A09","CS9_rep1",NA,NA,NA,"FAM",0.0849958881735802,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",1.69991779327393,NA,NA,0.405995726585388,0.0035697037819773,13842,1,13841,0,NA,NA,NA,NA,NA,NA,NA,1850.0009765625,NA,NA,NA,33.4390287442502,"HEX",NA,NA,NA,NA,NA,100,NA,NA,249.810811841386,0,4917.2138671875,616.174727486252,616.485451307932,NA,NA,NA,NA,0.211566150188446,0.0230332780629396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.450909913302,31.5490900866983,"No",0,1,0,13841,"Saithe","Cod + Saithe"
"A09","CS9_rep1",NA,NA,NA,"HEX",0,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",0,NA,NA,0.254666060209274,0,13842,0,13842,0,NA,NA,NA,NA,NA,NA,NA,2050.0009765625,NA,NA,NA,10.0863944866144,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1527.46797846659,1527.46797846659,NA,NA,NA,NA,0.116360917687416,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,1,0,13841,"Cod","Cod + Saithe"
"A10","NTC",NA,NA,NA,"FAM",0,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",0,NA,NA,0.189322173595428,0,18619,0,18619,0,NA,NA,NA,NA,NA,NA,NA,1850,NA,NA,NA,20.0964207003896,"HEX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578.355969541343,578.355969541343,NA,NA,NA,NA,0.0865055769681931,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,0,0,18619,"Saithe","Cod + Saithe"
"A10","NTC",NA,NA,NA,"HEX",0,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",0,NA,NA,0.189322173595428,0,18619,0,18619,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,NA,5.10838300746644,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1465.10399096263,1465.10399096263,NA,NA,NA,NA,0.0865055769681931,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,0,0,18619,"Cod","Cod + Saithe"
"B01","CS7_rep1",NA,NA,NA,"FAM",0.221265852451324,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",4.42531681060791,NA,NA,0.521756231784821,0.0667625889182091,21270,4,21266,0,2.66672945022583,NA,NA,6.89426869713915,0,2,NA,1850,NA,NA,9.51748999841186,35.359517652806,"HEX",1.33336470190177,NA,NA,3.44713434856958,0,57.143433292491,NA,NA,95.9667298791298,18.3201367058522,4747.51708984375,526.601189590292,527.3949678508,NA,NA,NA,NA,0.35343673825264,0.127056822180748,NA,NA,4.76171044909996,0.571748358507122,NA,NA,2.38085522454998,0.285874179253561,NA,NA,76.3825378451433,37.9043287398388,"No",0,4,3,21263,"Saithe","Cod + Saithe"
"B01","CS7_rep1",NA,NA,NA,"HEX",0.165945485234261,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",3.31890964508057,NA,NA,0.439862072467804,0.03938227891922,21270,3,21267,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,14.583374576759,8.51096082739155,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3105.69848632813,1542.96804250648,1543.18845582719,NA,NA,NA,NA,0.284112960100174,0.0862334221601486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,4,3,21263,"Cod","Cod + Saithe"
"B02","CS7_rep2",NA,NA,NA,"FAM",0.115238577127457,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",2.30477142333984,NA,NA,0.369148969650269,0.0174579191952944,20419,2,20417,0,4.00009822845459,NA,NA,15.2660287859844,0,2,NA,1850,NA,NA,26.9116979902669,36.7176052951529,"HEX",2.00004900857527,NA,NA,7.63301439299218,0,66.6672111974964,NA,NA,129.253670603288,4.08075179170444,5076.7099609375,548.394181630389,548.837721057326,NA,NA,NA,NA,0.221556156873703,0.0500121489167213,NA,NA,9.34284040125086,0,NA,NA,4.67142020062543,0,NA,NA,96.3481435766602,36.9862788183325,"No",0,2,1,20416,"Saithe","Cod + Saithe"
"B02","CS7_rep2",NA,NA,NA,"HEX",0.0576178766787052,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",1.15235757827759,NA,NA,0.275208413600922,0.0024198938626796,20419,1,20418,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,NA,9.1154192623377,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3035.78881835938,1543.42680582634,1543.4998927558,NA,NA,NA,NA,0.143416121602058,0.0156141649931669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,2,1,20416,"Cod","Cod + Saithe"
"B03","CS7_rep3",NA,NA,NA,"FAM",0.387549340724945,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",7.75098705291748,NA,NA,0.792287051677704,0.151774927973747,18217,6,18211,0,NA,NA,NA,NA,NA,NA,NA,1850,NA,NA,7.28102718720253,24.4016993215802,"HEX",NA,NA,NA,NA,NA,100,NA,NA,124.964607038543,75.0353929614569,4977.07722981771,589.324952718617,590.770114581855,NA,NA,NA,NA,0.569741606712341,0.249114990234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.406882329573,88.5931176704272,"No",0,6,0,18211,"Saithe","Cod + Saithe"
"B03","CS7_rep3",NA,NA,NA,"HEX",0,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",0,NA,NA,0.193500339984894,0,18217,0,18217,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,NA,5.10490428172976,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1594.23918688011,1594.23918688011,NA,NA,NA,NA,0.0884145945310593,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,6,0,18211,"Cod","Cod + Saithe"
"B04","CS7_rep4",NA,NA,NA,"FAM",0.119968444108963,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",2.39936876296997,NA,NA,0.384302109479904,0.0181744340807199,19614,2,19612,0,NA,NA,NA,NA,NA,NA,NA,1850,NA,NA,161.347999530682,25.0135512146808,"HEX",NA,NA,NA,NA,NA,100,NA,NA,174.901905937513,25.0980940624866,4871.61157226563,555.742802269236,556.18288269852,NA,NA,NA,NA,0.230650186538696,0.0520648024976254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.224450145362,65.7755498546382,"No",0,2,0,19612,"Saithe","Cod + Saithe"
"B04","CS7_rep4",NA,NA,NA,"HEX",0,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",0,NA,NA,0.179717302322388,0,19614,0,19614,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,NA,6.64574110785567,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1474.38542920106,1474.38542920106,NA,NA,NA,NA,0.0821170806884766,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,2,0,19612,"Cod","Cod + Saithe"
"B05","CS7_rep5",NA,NA,NA,"FAM",0.177611738443375,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",3.5522346496582,NA,NA,0.470789015293121,0.0421507619321346,19873,3,19870,0,NA,NA,NA,NA,NA,NA,NA,1850,NA,NA,38.7206509964698,35.0267638819905,"HEX",NA,NA,NA,NA,NA,100,NA,NA,149.933330939461,50.0666690605388,4897.66634114583,582.305773752229,582.957214485997,NA,NA,NA,NA,0.304087668657303,0.0922955572605133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.815731465263,77.1842685347371,"No",0,3,0,19870,"Saithe","Cod + Saithe"
"B05","CS7_rep5",NA,NA,NA,"HEX",0,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",0,NA,NA,0.177374914288521,0,19873,0,19873,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,NA,9.42648539739064,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1509.89669957207,1509.89669957207,NA,NA,NA,NA,0.0810468345880508,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,3,0,19870,"Cod","Cod + Saithe"
"B06","CS7_rep6",NA,NA,NA,"FAM",0.0595998167991638,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",1.19199633598328,NA,NA,0.2846759557724,0.00250313174910843,19740,1,19739,0,2,NA,NA,8.69553458547635,0,2,NA,1850,NA,NA,NA,22.3439445152134,"HEX",1,NA,NA,4.34776729273817,0,50,NA,NA,133.694182318454,0,4773.0947265625,591.62267671853,591.834504076679,NA,NA,NA,NA,0.148349553346634,0.0161512512713671,NA,NA,5.13686587909379,0,NA,NA,2.56843293954689,0,NA,NA,89.2108234886723,10.7891765113277,"No",0,1,1,19738,"Saithe","Cod + Saithe"
"B06","CS7_rep6",NA,NA,NA,"HEX",0.0595998167991638,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",1.19199633598328,NA,NA,0.2846759557724,0.00250313174910843,19740,1,19739,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,NA,5.46239768449273,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2898.7294921875,1503.75703230503,1503.82769960289,NA,NA,NA,NA,0.148349553346634,0.0161512512713671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,1,1,19738,"Cod","Cod + Saithe"
"B07","CS7_rep7",NA,NA,NA,"FAM",0.190352007746696,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",3.80704021453857,NA,NA,0.504563629627228,0.0451740883290768,18543,3,18540,0,3.00008082389832,NA,NA,8.83644622811284,0,2,NA,1850,NA,NA,74.5055247936732,32.135572068744,"HEX",1.5000404533832,NA,NA,4.41822311405642,0,60.0006472436579,NA,NA,106.690058806479,13.3112356808372,4906.60009765625,598.825455126716,599.522393266585,NA,NA,NA,NA,0.325901418924332,0.0989157557487488,NA,NA,5.86114955990811,0.139012253624693,NA,NA,2.93057477995405,0.0695061268123465,NA,NA,82.8884557513682,37.1128387359477,"No",0,3,2,18538,"Saithe","Cod + Saithe"
"B07","CS7_rep7",NA,NA,NA,"HEX",0.126897916197777,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",2.53795838356018,NA,NA,0.406502336263657,0.0192241538316011,18543,2,18541,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,60.7548691548692,10.1847030690767,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2914.37744140625,1488.80519109353,1488.95894962778,NA,NA,NA,NA,0.243973389267921,0.0550720132887363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,3,2,18538,"Cod","Cod + Saithe"
"B08","CS7_rep8",NA,NA,NA,"FAM",0.114026710391045,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",2.28053426742554,NA,NA,0.365266561508179,0.0172743368893862,20636,2,20634,0,4.00009679794312,NA,NA,15.2660137184311,0,2,NA,1850,NA,NA,466.057745116999,26.0517827251221,"HEX",2.00004848394557,NA,NA,7.63300685921554,0,66.6672053684669,NA,NA,129.253608786824,4.08080195010992,4791.87573242188,616.211375766084,616.616072834959,NA,NA,NA,NA,0.219226166605949,0.049486231058836,NA,NA,9.34283573694935,0,NA,NA,4.67141786847468,0,NA,NA,96.3481280455448,36.986282691389,"No",0,2,1,20633,"Saithe","Cod + Saithe"
"B08","CS7_rep8",NA,NA,NA,"HEX",0.0570119731128216,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",1.14023947715759,NA,NA,0.272314101457596,0.00239444733597338,20636,1,20635,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,NA,6.75636567459365,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2692.46630859375,1513.79419820391,1513.85131548005,NA,NA,NA,NA,0.141907930374146,0.0154499718919396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,2,1,20633,"Cod","Cod + Saithe"
"B09","CS9_rep2",NA,NA,NA,"FAM",0,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",0,NA,NA,0.197468027472496,0,17851,0,17851,0,NA,NA,NA,NA,NA,NA,NA,1850,NA,NA,NA,31.0835209552795,"HEX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609.767214187794,609.767214187794,NA,NA,NA,NA,0.0902274399995804,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,0,0,17851,"Saithe","Cod + Saithe"
"B09","CS9_rep2",NA,NA,NA,"HEX",0,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",0,NA,NA,0.197468027472496,0,17851,0,17851,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,NA,9.23414208356993,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1519.81871548578,1519.81871548578,NA,NA,NA,NA,0.0902274399995804,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,0,0,17851,"Cod","Cod + Saithe"
"B10","NTC",NA,NA,NA,"FAM",0,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",0,NA,NA,0.165126398205757,0,21347,0,21347,0,NA,NA,NA,NA,NA,NA,NA,1850,NA,NA,NA,19.1989423575006,"HEX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585.523275997151,585.523275997151,NA,NA,NA,NA,0.0754504054784775,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,0,0,21347,"Saithe","Cod + Saithe"
